id,radius1,lambda1,lambda2,convexity,sphericity,varCurv,intCurv,b1,b2,muK,IK2,varK
787,2.5964290050e-01,3.5955325623e-01,3.2851431357e-01,9.9949779060e-01,1.0000000000e+00,5.3894369031e-03,1.1806295593e+01,3.5500000000e-01,3.3990000000e-01,2.0115132764e+00,3.6931184029e-02,4.1057843256e-03
788,6.0537997560e-02,3.5316423603e-01,3.2726079618e-01,9.9950026269e-01,1.0000000000e+00,5.1830514839e-04,1.2002180913e+01,3.4790000000e-01,3.3910000000e-01,2.1103218780e+00,6.1244784175e-02,2.1205168458e-01
789,-2.3404380019e-01,4.6834363675e-01,4.6313336042e-01,8.6609000566e-01,7.2198911286e-01,9.7772130815e-02,6.4796249609e+00,5.9960000000e-01,2.1120000000e-01,2.6648557719e+00,1.0272806590e-01,8.1922473131e-01
790,3.1352161845e-01,3.5936573683e-01,3.3581791782e-01,9.9949389368e-01,1.0000000000e+00,2.3797521485e-03,1.1824268844e+01,3.5700000000e-01,3.3440000000e-01,1.9824623180e+00,4.6314664930e-02,0.0000000000e+00
791,-2.8024575225e-01,3.9965327125e-01,3.4205485173e-01,9.9743911132e-01,9.6470947561e-01,4.2493230697e-03,7.9499417092e+00,4.0840000000e-01,3.3350000000e-01,2.5113684973e+00,9.1755796792e-02,5.1781185847e-01
792,3.1724730692e-01,3.5466724700e-01,3.2686171645e-01,9.9979394985e-01,1.0000000000e+00,1.3130056385e-03,1.3253724179e+01,3.4700000000e-01,3.4570000000e-01,1.9441221437e+00,2.9174646702e-02,0.0000000000e+00
793,-1.2986689723e-01,3.8211323260e-01,3.3613101004e-01,9.9868740841e-01,9.9111240304e-01,4.8595709185e-03,1.0291025427e+01,3.8500000000e-01,3.4010000000e-01,2.4717021631e+00,1.1595551700e-01,5.4437869822e-01
794,1.8666808412e-01,3.4637340607e-01,3.3880090374e-01,9.9964443309e-01,1.0000000000e+00,3.8383507092e-03,1.1442066078e+01,3.5680000000e-01,3.3030000000e-01,2.1162096667e+00,5.9868402725e-02,3.0141287284e-01
795,-5.6295632364e-01,4.3618919685e-01,2.9901281061e-01,9.9556273113e-01,8.7456688558e-01,8.7523773580e-03,4.5004456821e+00,4.0350000000e-01,3.9790000000e-01,2.9025907151e+00,2.0052032086e-01,3.7676609105e-01
796,2.6499284601e-01,3.9283870978e-01,3.2032695401e-01,9.0826820168e-01,8.8858422138e-01,2.6600369884e-01,1.5175365926e+01,3.6680000000e-01,3.5780000000e-01,3.2407288470e+00,1.4599703164e-01,8.9349112426e-01
797,2.0613490555e-01,3.5224205678e-01,3.3269600791e-01,9.9981552283e-01,1.0000000000e+00,9.4351095354e-04,1.2461525866e+01,3.5610000000e-01,3.2900000000e-01,1.9630454994e+00,3.9628273754e-02,0.0000000000e+00
798,-2.7725243633e-01,3.9208783000e-01,3.4914810505e-01,9.9759922413e-01,9.7340849039e-01,3.2014057341e-03,8.9692886411e+00,4.1230000000e-01,3.2040000000e-01,2.7963768740e+00,1.7295597555e-01,3.7821519140e-01
799,-5.6295632364e-01,4.3618919685e-01,2.9901281061e-01,9.9556273113e-01,8.7456688558e-01,8.7523773580e-03,4.5004456821e+00,4.0350000000e-01,3.9790000000e-01,2.9025907151e+00,2.0052032086e-01,3.7676609105e-01
800,3.0001063139e-01,3.4518541728e-01,3.3845740667e-01,9.9924763679e-01,1.0000000000e+00,8.9354857016e-03,1.2550195992e+01,3.5260000000e-01,3.3370000000e-01,1.9614994603e+00,3.0886738797e-02,0.0000000000e+00
801,-1.6393603346e-01,3.7795894910e-01,3.2247563835e-01,9.9969000937e-01,9.9873600000e-01,4.2753172820e-03,1.0277238282e+01,3.7130000000e-01,3.4650000000e-01,2.3553150080e+00,8.4423484772e-02,2.0323632412e-01
802,5.9354477673e-02,3.5731229446e-01,3.3447181552e-01,9.9981862350e-01,1.0000000000e+00,2.0940366783e-03,1.2070504769e+01,3.6000000000e-01,3.3050000000e-01,2.1382294899e+00,6.2177809167e-02,1.7026929115e-01
803,-2.8238035807e-01,3.9908469754e-01,3.4973393894e-01,9.9799224931e-01,9.6484202237e-01,7.7952262885e-03,8.2414250120e+00,4.2500000000e-01,3.1910000000e-01,2.6281231291e+00,1.2007867127e-01,7.4314696293e-01
804,7.8190319313e-02,3.7111465792e-01,3.1877171945e-01,9.9954039856e-01,1.0000000000e+00,3.4503898679e-03,1.1651625114e+01,3.6000000000e-01,3.4830000000e-01,2.1563147479e+00,6.3197598021e-02,1.2377732158e-01
805,2.9470120770e-01,3.5606166218e-01,3.3889545164e-01,9.9974917006e-01,1.0000000000e+00,8.3733095690e-04,1.2650214189e+01,3.6560000000e-01,3.2340000000e-01,2.0361082393e+00,4.7352928067e-02,1.5577828765e-02
806,1.7621991764e-01,3.8827127105e-01,3.2984980258e-01,9.9801387669e-01,9.8751869182e-01,2.7830179347e-02,9.0507071614e+00,3.7950000000e-01,3.4390000000e-01,2.5176339400e+00,1.3181514172e-01,2.5250573602e-01
807,8.1274415145e-02,3.6090525487e-01,3.4210415950e-01,9.9959984246e-01,1.0000000000e+00,1.6533616737e-03,1.2111111788e+01,3.6670000000e-01,3.2650000000e-01,2.0424321665e+00,4.1321744430e-02,1.9321338003e-02
808,2.3969509746e-01,3.6536368344e-01,3.3088517614e-01,9.9956464436e-01,1.0000000000e+00,4.6073936602e-03,1.1590153273e+01,3.6670000000e-01,3.3710000000e-01,2.0251233042e+00,4.8181680684e-02,1.3404178239e-02
809,2.7626004838e-01,3.4930627511e-01,3.4160416030e-01,9.9946055012e-01,1.0000000000e+00,5.6948434510e-03,1.1428598394e+01,3.5840000000e-01,3.2120000000e-01,2.1495374410e+00,5.1535463016e-02,6.7624683009e-02
810,-4.9177977038e-01,4.3397099192e-01,3.6169299304e-01,9.9393676369e-01,8.8584563586e-01,6.3745031043e-03,5.4041848997e+00,4.7610000000e-01,3.0740000000e-01,2.7592792785e+00,1.4148184967e-01,4.5598357686e-01
811,-2.0699656946e-01,3.9541421729e-01,3.2639573081e-01,9.9850835486e-01,9.7730679857e-01,4.6453354322e-03,8.6539438089e+00,3.8550000000e-01,3.5480000000e-01,2.5304429529e+00,1.0326033037e-01,7.8722376525e-01
812,-5.5314301250e-02,3.7007248592e-01,3.3227809222e-01,9.9951929439e-01,1.0000000000e+00,2.5363687276e-03,1.1116914767e+01,3.7580000000e-01,3.3140000000e-01,2.2448228737e+00,6.6230837968e-02,1.3090206497e-01
813,2.8501000468e-01,3.4561358617e-01,3.3217511537e-01,9.9975622798e-01,1.0000000000e+00,2.3642443043e-03,1.2836337788e+01,3.4940000000e-01,3.3540000000e-01,1.9692261381e+00,3.4588920621e-02,0.0000000000e+00
814,-5.6295632364e-01,4.3618919685e-01,2.9901281061e-01,9.9556273113e-01,8.7456688558e-01,8.7523773580e-03,4.5004456821e+00,4.0350000000e-01,3.9790000000e-01,2.9025907151e+00,2.0052032086e-01,3.7676609105e-01
815,1.4961402346e-01,3.4587882275e-01,3.3617933146e-01,9.9962576971e-01,1.0000000000e+00,1.8976261258e-03,1.1657396644e+01,3.4380000000e-01,3.3140000000e-01,2.2827445287e+00,6.9197615344e-02,2.3016543896e-01
816,1.6774133717e-01,3.9955041166e-01,3.5573400464e-01,6.8780607576e-01,6.5738978524e-01,1.4142064182e+00,3.9194340629e+01,4.1300000000e-01,3.1290000000e-01,4.9541958525e+00,1.3549364930e-01,1.0000000000e+00
817,2.3652116822e-01,3.4350547731e-01,3.3411847650e-01,9.9987691226e-01,1.0000000000e+00,6.4497508842e-04,1.3347427450e+01,3.4410000000e-01,3.3050000000e-01,1.9248596631e+00,2.4922298351e-02,0.0000000000e+00
818,2.1060237784e-01,3.4688091167e-01,3.2734071526e-01,9.9966473816e-01,1.0000000000e+00,1.0917489045e-03,1.2626362727e+01,3.4060000000e-01,3.3970000000e-01,1.9539825299e+00,3.4388704163e-02,0.0000000000e+00
819,-3.2333251524e-02,3.6470916097e-01,3.3546990067e-01,9.9832301193e-01,9.9964298011e-01,2.1542873026e-03,9.3522489655e+00,3.7420000000e-01,3.2470000000e-01,2.5149274213e+00,9.6385251387e-02,7.8649921507e-01
820,2.5185108987e-01,3.5524830422e-01,3.3710610480e-01,9.9995831477e-01,1.0000000000e+00,4.1317208078e-03,1.2536005847e+01,3.6550000000e-01,3.2460000000e-01,1.9484750702e+00,4.0314968026e-02,0.0000000000e+00
821,2.5751285410e-01,3.4501207245e-01,3.3009575139e-01,9.9991155331e-01,1.0000000000e+00,6.0658425582e-04,1.3423708336e+01,3.4460000000e-01,3.3440000000e-01,1.8760553725e+00,3.1017412690e-02,0.0000000000e+00
822,2.2427380299e-01,3.4708194732e-01,3.3307457985e-01,9.9989614062e-01,1.0000000000e+00,4.3999993759e-04,1.3402134255e+01,3.4540000000e-01,3.3520000000e-01,1.9428940524e+00,3.2778036570e-02,0.0000000000e+00
823,-1.1599424925e-02,3.6619521806e-01,3.4131733151e-01,9.9891784999e-01,9.9852411388e-01,1.0416061348e-02,9.8625903902e+00,3.7400000000e-01,3.2290000000e-01,2.3349989038e+00,7.9483054035e-02,6.0427484603e-01
824,-7.7821728262e-02,3.7322761275e-01,3.4105420256e-01,9.9849477303e-01,1.0000000000e+00,1.9237109065e-03,1.0868506415e+01,3.8420000000e-01,3.3110000000e-01,2.2857541905e+00,8.8077011297e-02,3.2471923681e-01
825,-4.0029298297e-02,3.6448463343e-01,3.2538659646e-01,9.9965264710e-01,1.0000000000e+00,2.7142187817e-03,1.1552597782e+01,3.5950000000e-01,3.4300000000e-01,2.0759195634e+00,5.0849585640e-02,3.9367226180e-02
826,2.6161643855e-01,3.4291788973e-01,3.3018407708e-01,9.9989811742e-01,1.0000000000e+00,1.2824290701e-03,1.2751895148e+01,3.3780000000e-01,3.3720000000e-01,2.0111966132e+00,3.2623403802e-02,3.5019925130e-03
827,-1.1709864965e-01,4.4271284905e-01,4.3917252909e-01,8.5425018661e-01,8.0866596531e-01,1.0713018259e-01,9.8800676527e+00,5.0840000000e-01,2.5160000000e-01,2.4672481929e+00,7.9943475474e-02,8.3057601739e-01
828,-8.1783562032e-02,3.6490343255e-01,3.3876274189e-01,9.9945268953e-01,1.0000000000e+00,3.9795940386e-03,1.0817894498e+01,3.7220000000e-01,3.3060000000e-01,2.2969908927e+00,8.9873357067e-02,2.4984905205e-01
829,6.4101283822e-02,3.5268755789e-01,3.4926594063e-01,9.9943431316e-01,1.0000000000e+00,5.7271101808e-03,1.1488949500e+01,3.6350000000e-01,3.1980000000e-01,2.2236531384e+00,8.0903774332e-02,4.3062432073e-01
830,2.9221711838e-01,3.4999650283e-01,3.3069963330e-01,9.9993636382e-01,1.0000000000e+00,1.2485224857e-03,1.3524134218e+01,3.4560000000e-01,3.3280000000e-01,1.8861104985e+00,2.8995765989e-02,0.0000000000e+00
831,2.9709088422e-01,3.6280762565e-01,3.4358463316e-01,9.1732046020e-01,9.2261151078e-01,1.7820688796e+00,2.1860196641e+01,4.0440000000e-01,3.0530000000e-01,5.0724936843e+00,4.0499580023e-01,6.0874290545e-01
832,1.5686868240e-01,4.1597510961e-01,4.0797098576e-01,8.6701816940e-01,8.3524891709e-01,1.4026360498e-01,1.9035865528e+01,4.6170000000e-01,2.7930000000e-01,3.3344611274e+00,1.9363412649e-01,7.6089844222e-01
833,3.0182449189e-01,3.5146003031e-01,3.2550195774e-01,9.9991029778e-01,1.0000000000e+00,1.2895670072e-03,1.3369422670e+01,3.4430000000e-01,3.4150000000e-01,1.9151392657e+00,3.0245923434e-02,0.0000000000e+00
834,1.8081925500e-01,3.4974787033e-01,3.4246224498e-01,9.9974836961e-01,1.0000000000e+00,1.7213268868e-03,1.2313748343e+01,3.5870000000e-01,3.2170000000e-01,2.0757993105e+00,4.7356002958e-02,4.4680594131e-02
835,2.7817882968e-01,3.5040609230e-01,3.2921388001e-01,9.9980315859e-01,1.0000000000e+00,2.1397172786e-03,1.2444073842e+01,3.5180000000e-01,3.3630000000e-01,1.9019238690e+00,2.9166017574e-02,0.0000000000e+00
838,2.0380280510e-01,3.4019043128e-01,3.3441815955e-01,9.9989275387e-01,1.0000000000e+00,1.6221755768e-03,1.2560537074e+01,3.3770000000e-01,3.3700000000e-01,1.9685692404e+00,3.4254840073e-02,0.0000000000e+00
839,1.3033255968e-01,3.5201073886e-01,3.3095587002e-01,9.9988109492e-01,1.0000000000e+00,9.5390407721e-04,1.2966588414e+01,3.5370000000e-01,3.3220000000e-01,1.9824822513e+00,3.8633076227e-02,0.0000000000e+00
840,1.9500345652e-01,3.4523936507e-01,3.3971507880e-01,9.9922818997e-01,1.0000000000e+00,2.3031181026e-03,1.2163764543e+01,3.5160000000e-01,3.2440000000e-01,2.4045744953e+00,1.0289117178e-01,5.1491365777e-01
841,3.0468944440e-01,3.5324145520e-01,3.2691062123e-01,9.9991785835e-01,1.0000000000e+00,7.9896384230e-04,1.3605213092e+01,3.4680000000e-01,3.3940000000e-01,1.8567400236e+00,2.3505722245e-02,0.0000000000e+00
842,2.7999186675e-01,3.7324188748e-01,3.3184523810e-01,9.9978157568e-01,1.0000000000e+00,2.7009392514e-03,1.2120866113e+01,3.7350000000e-01,3.3880000000e-01,2.0619190970e+00,5.7358650058e-02,5.9533872721e-02
843,2.1752261085e-01,3.5133782363e-01,3.3517439690e-01,9.9924229752e-01,1.0000000000e+00,4.7931448531e-03,1.1558762484e+01,3.5490000000e-01,3.3310000000e-01,2.0129238688e+00,4.2965613469e-02,6.0379181258e-03
844,-1.6856620437e-01,3.7003280719e-01,3.2565734682e-01,9.9899106130e-01,1.0000000000e+00,2.7185775829e-03,1.1656690392e+01,3.6430000000e-01,3.4070000000e-01,2.2933571288e+00,7.6600901029e-02,2.9634102162e-01
845,2.2295806938e-01,3.4142748571e-01,3.3792773436e-01,9.9978071677e-01,1.0000000000e+00,1.1255072403e-03,1.1494292374e+01,3.5030000000e-01,3.2710000000e-01,2.1601577105e+00,6.4489809820e-02,9.9504890714e-02
846,-5.6295632364e-01,4.3618919685e-01,2.9901281061e-01,9.9556273113e-01,8.7456688558e-01,8.7523773580e-03,4.5004456821e+00,4.0350000000e-01,3.9790000000e-01,2.9025907151e+00,2.0052032086e-01,3.7676609105e-01
847,2.8841438619e-01,3.7407996723e-01,3.4842199400e-01,8.8509333626e-01,8.4677429941e-01,5.7798401800e+00,3.2402666044e+01,4.1860000000e-01,3.0890000000e-01,8.2733614274e+00,2.5311244565e-01,1.0000000000e+00
848,-3.1481994248e-02,3.5036321010e-01,3.3981792010e-01,9.9946182583e-01,1.0000000000e+00,3.7405112990e-03,1.0868305905e+01,3.7090000000e-01,3.1600000000e-01,2.2595715261e+00,7.1158487826e-02,5.3495954595e-01
849,2.9330610907e-01,3.4955725017e-01,3.3911959294e-01,9.9998497991e-01,1.0000000000e+00,3.2259769288e-04,1.3538349368e+01,3.5800000000e-01,3.2580000000e-01,1.8477845207e+00,3.0926992529e-02,0.0000000000e+00
850,8.9383237233e-02,3.5774828083e-01,3.2917100693e-01,9.9901888035e-01,1.0000000000e+00,3.9608126557e-03,1.1012550389e+01,3.5550000000e-01,3.4050000000e-01,2.1557486957e+00,6.0977837054e-02,2.2509358773e-01
851,2.7766605458e-01,3.6551327722e-01,3.3350058805e-01,9.9930427678e-01,1.0000000000e+00,1.2052025850e-02,1.1465428707e+01,3.7120000000e-01,3.3270000000e-01,2.2685533712e+00,7.4713075103e-02,1.5928028016e-01
852,3.1223478825e-01,3.4812285874e-01,3.3413249809e-01,9.9985270446e-01,1.0000000000e+00,3.7226920107e-04,1.3557441137e+01,3.5200000000e-01,3.3080000000e-01,1.8835045875e+00,2.4322964952e-02,0.0000000000e+00
853,-4.9261660201e-01,4.3322080315e-01,3.6279915681e-01,9.9195147651e-01,8.8562194139e-01,7.0896723048e-03,5.2691840930e+00,4.7740000000e-01,3.0760000000e-01,2.8067020210e+00,1.9327573942e-01,4.1492573361e-01
854,2.9942396701e-01,3.4507248406e-01,3.3923189949e-01,9.9994500400e-01,1.0000000000e+00,8.2094426949e-04,1.3249516538e+01,3.5170000000e-01,3.2540000000e-01,1.8321942195e+00,2.5529170277e-02,0.0000000000e+00
855,1.9577801991e-02,3.6434014366e-01,3.2308730657e-01,9.9943578000e-01,1.0000000000e+00,4.0082876872e-03,1.1560898973e+01,3.5700000000e-01,3.4430000000e-01,2.0907429921e+00,6.0703301740e-02,1.7642796764e-01
856,2.7239926857e-01,3.5254265131e-01,3.3371354535e-01,9.9989482835e-01,1.0000000000e+00,7.3737305728e-04,1.2732303408e+01,3.5090000000e-01,3.3540000000e-01,1.9297202665e+00,3.3413642666e-02,0.0000000000e+00
857,2.9906076331e-01,3.5473074897e-01,3.2719330541e-01,9.9982080343e-01,1.0000000000e+00,1.2449213125e-03,1.3082199246e+01,3.5470000000e-01,3.3580000000e-01,1.9067035688e+00,3.2569989269e-02,0.0000000000e+00
858,-4.7650882587e-03,3.7172062100e-01,3.2847819780e-01,9.9851160278e-01,1.0000000000e+00,2.6670775740e-03,1.0809141271e+01,3.6010000000e-01,3.4850000000e-01,2.4215833539e+00,9.4887895175e-02,2.2847482188e-01
859,3.0822449003e-01,3.5675308434e-01,3.2400085404e-01,9.9993820389e-01,1.0000000000e+00,5.9726172247e-04,1.3589035570e+01,3.5160000000e-01,3.3980000000e-01,1.8857938692e+00,3.1966980388e-02,0.0000000000e+00
860,2.5891867435e-01,3.3932490702e-01,3.3444954916e-01,9.9997831293e-01,1.0000000000e+00,1.3684792487e-03,1.2843605165e+01,3.4000000000e-01,3.3050000000e-01,1.8936648871e+00,2.6989277542e-02,0.0000000000e+00
861,1.7901938999e-01,4.0400609698e-01,3.2196882112e-01,9.9615582250e-01,9.6731606521e-01,3.7247055928e-02,8.1266017929e+00,3.9440000000e-01,3.5140000000e-01,2.4064107206e+00,1.0434160521e-01,2.1760656925e-01
862,2.6061637777e-01,3.4913198016e-01,3.2826782161e-01,9.9989700227e-01,1.0000000000e+00,2.6461318679e-04,1.2887992896e+01,3.4660000000e-01,3.3830000000e-01,1.9103027351e+00,2.9292597928e-02,0.0000000000e+00
863,-1.6281150089e-01,3.8332387777e-01,3.1883760512e-01,9.9837800446e-01,9.9111060248e-01,5.3297261965e-03,9.4225215779e+00,3.6890000000e-01,3.5510000000e-01,2.5259737492e+00,1.0097980185e-01,3.1686994324e-01
864,-5.6295632364e-01,4.3618919685e-01,2.9901281061e-01,9.9556273113e-01,8.7456688558e-01,8.7523773580e-03,4.5004456821e+00,4.0350000000e-01,3.9790000000e-01,2.9025907151e+00,2.0052032086e-01,3.7676609105e-01
865,2.7679807991e-01,3.4316145024e-01,3.3925042140e-01,9.9987420626e-01,1.0000000000e+00,3.6545823532e-04,1.3007962341e+01,3.4830000000e-01,3.2990000000e-01,1.9860250777e+00,3.4102111148e-02,0.0000000000e+00
866,2.9595399043e-01,3.4933456280e-01,3.3230837369e-01,9.9984324751e-01,1.0000000000e+00,4.1747218395e-04,1.3159684111e+01,3.5030000000e-01,3.3210000000e-01,1.8722101394e+00,2.8056959627e-02,0.0000000000e+00
868,2.4692843529e-01,3.4560100191e-01,3.3961106525e-01,9.9980903619e-01,1.0000000000e+00,5.2021081767e-04,1.2429963767e+01,3.5680000000e-01,3.2760000000e-01,1.9400400203e+00,3.0777813648e-02,0.0000000000e+00
869,4.9448498385e-02,3.5236155264e-01,3.2782087815e-01,9.9922293327e-01,1.0000000000e+00,8.7959512289e-04,1.1273254979e+01,3.5350000000e-01,3.3990000000e-01,2.6438606997e+00,1.1964391720e-01,6.2444149257e-01
870,1.2550966298e-01,4.1510647648e-01,4.1079684069e-01,8.0104353273e-01,7.8400748129e-01,1.2693284503e-01,1.2852303430e+01,4.5520000000e-01,2.7610000000e-01,3.9015744701e+00,1.3649114347e-01,9.9432435696e-01
871,-3.1772337114e-01,3.9090765448e-01,3.1183532136e-01,9.9916812309e-01,9.8088720898e-01,3.6519723005e-03,8.5272209292e+00,3.8810000000e-01,3.4450000000e-01,2.4974692462e+00,9.5723431998e-02,5.5464315904e-01
872,2.7396068189e-01,3.3969999869e-01,3.3545494375e-01,9.9970689612e-01,1.0000000000e+00,8.2265871718e-04,1.2769911082e+01,3.4830000000e-01,3.2970000000e-01,1.9434618455e+00,3.2605613419e-02,0.0000000000e+00
874,2.6451225619e-01,3.4924354908e-01,3.3097839812e-01,9.9984512065e-01,1.0000000000e+00,3.1717496450e-03,1.2190686294e+01,3.4390000000e-01,3.3890000000e-01,2.0626752056e+00,3.8360045757e-02,2.5359256128e-02
876,1.6281931273e-01,3.4659988556e-01,3.3817853536e-01,9.9984565233e-01,1.0000000000e+00,1.7083599639e-03,1.2123703827e+01,3.4710000000e-01,3.2840000000e-01,2.1485862892e+00,4.8986902645e-02,7.4507909673e-02
877,2.8151863286e-01,3.3929460869e-01,3.3575170975e-01,9.9998291696e-01,1.0000000000e+00,2.9655710417e-04,1.3416574878e+01,3.4680000000e-01,3.3090000000e-01,1.9230887377e+00,3.4058371207e-02,0.0000000000e+00
878,3.0033957620e-01,3.4443208435e-01,3.3606345565e-01,9.9979721325e-01,1.0000000000e+00,6.7151455268e-04,1.3430224268e+01,3.4740000000e-01,3.3340000000e-01,1.8688003869e+00,2.7084950190e-02,0.0000000000e+00
879,2.6959460274e-01,3.6562234279e-01,3.3061482743e-01,9.9977403171e-01,1.0000000000e+00,4.6193037750e-03,1.1930280111e+01,3.6470000000e-01,3.3860000000e-01,1.9699937382e+00,4.1154566303e-02,0.0000000000e+00
880,3.1263651494e-01,3.4808645103e-01,3.2809149462e-01,9.9979776231e-01,1.0000000000e+00,3.6439585616e-04,1.3617150332e+01,3.4480000000e-01,3.3590000000e-01,1.8739150202e+00,2.5670236186e-02,0.0000000000e+00
881,-5.6295632364e-01,4.3618919685e-01,2.9901281061e-01,9.9556273113e-01,8.7456688558e-01,8.7523773580e-03,4.5004456821e+00,4.0350000000e-01,3.9790000000e-01,2.9025907151e+00,2.0052032086e-01,3.7676609105e-01
882,2.8674020142e-01,3.4690390436e-01,3.3273461636e-01,9.9964201068e-01,1.0000000000e+00,1.6292642002e-03,1.2863122233e+01,3.4400000000e-01,3.3690000000e-01,1.8760702301e+00,2.7285201986e-02,0.0000000000e+00
883,2.4973446959e-01,3.5074853427e-01,3.2852917749e-01,9.9969225924e-01,1.0000000000e+00,1.7218996400e-03,1.2490384091e+01,3.4780000000e-01,3.3450000000e-01,2.0361594341e+00,4.8567531284e-02,1.4370245139e-02
884,-1.8387088798e-02,3.6352820984e-01,3.4661129192e-01,9.9946257916e-01,1.0000000000e+00,9.0978981809e-03,1.1071929523e+01,3.7420000000e-01,3.2510000000e-01,2.3138210320e+00,7.0175098620e-02,1.2788310591e-01
885,3.1229057308e-02,3.7397515773e-01,3.2875609479e-01,9.9896563636e-01,9.9947783701e-01,4.5544917229e-03,9.8372094761e+00,3.7150000000e-01,3.4050000000e-01,2.3736559242e+00,9.1173530278e-02,4.8170510808e-01
886,2.8270089461e-01,3.4860558165e-01,3.3759577180e-01,9.9983150727e-01,1.0000000000e+00,7.2157151700e-04,1.3127738600e+01,3.5070000000e-01,3.3160000000e-01,1.9193848053e+00,3.2540451739e-02,0.0000000000e+00
887,1.5427798655e-01,4.1578414477e-01,3.8964252520e-01,6.8706567741e-01,6.3427888541e-01,1.9292521969e+01,4.6897680078e+01,4.4860000000e-01,3.1070000000e-01,2.2582494452e+01,5.6261407887e-01,1.0000000000e+00
888,3.0008311805e-01,3.4643992913e-01,3.2913364814e-01,9.9988784887e-01,1.0000000000e+00,6.8845379647e-04,1.3306521768e+01,3.4070000000e-01,3.3990000000e-01,1.9089205086e+00,3.2595814099e-02,0.0000000000e+00
889,3.1955914968e-01,3.4464037156e-01,3.3149181251e-01,9.9986298509e-01,1.0000000000e+00,8.3245475044e-04,1.3461345130e+01,3.4190000000e-01,3.3460000000e-01,1.9595306377e+00,3.8366393136e-02,0.0000000000e+00
890,-8.2968268209e-02,3.8210692756e-01,3.2324998477e-01,9.9821178303e-01,9.9133319835e-01,5.4181025676e-03,9.7090445576e+00,3.7170000000e-01,3.5170000000e-01,2.3064019441e+00,8.6655941502e-02,6.0862214708e-01
891,6.6227763945e-02,3.6592794099e-01,3.2415265614e-01,9.9941460659e-01,1.0000000000e+00,2.6327440643e-03,1.2106489066e+01,3.6150000000e-01,3.4730000000e-01,2.3579003481e+00,7.3864210338e-02,1.8946987079e-01
892,-1.2795702966e-01,3.8556829337e-01,3.3963279158e-01,9.9731318818e-01,9.8722558928e-01,1.1738688316e-03,9.9912241829e+00,3.9300000000e-01,3.3430000000e-01,2.3564308568e+00,1.0525121479e-01,3.5768626977e-01
893,-9.4207953391e-02,3.7528024540e-01,3.5038513929e-01,9.9886840842e-01,9.9821473009e-01,2.8932608729e-03,1.1051500360e+01,3.9330000000e-01,3.1510000000e-01,2.2883085152e+00,9.4635128442e-02,1.0059171598e-01
894,-3.2622233712e-03,3.6816858624e-01,3.2989947878e-01,9.9949448510e-01,1.0000000000e+00,5.3663291643e-03,1.0827139923e+01,3.5970000000e-01,3.4490000000e-01,2.2981560240e+00,9.5475796879e-02,4.4740973312e-01
895,2.8724863582e-01,3.4678623504e-01,3.3567408678e-01,9.9969681102e-01,1.0000000000e+00,3.7031206749e-04,1.3601158161e+01,3.5490000000e-01,3.2740000000e-01,1.8618586774e+00,2.7623090769e-02,0.0000000000e+00
896,2.4400514260e-01,3.4639974616e-01,3.3814266801e-01,9.9975318793e-01,1.0000000000e+00,2.0645755217e-03,1.1759146561e+01,3.5300000000e-01,3.3030000000e-01,1.9157055842e+00,2.7785736237e-02,0.0000000000e+00
897,1.1103471171e-01,3.5912662739e-01,3.2725825727e-01,9.9940697882e-01,1.0000000000e+00,8.1794434840e-04,1.1058271831e+01,3.5470000000e-01,3.3680000000e-01,2.1493856346e+00,6.6758700299e-02,2.2992392223e-01
898,2.8752038711e-01,3.8707380425e-01,3.3047786790e-01,9.1005853598e-01,9.0169214785e-01,6.8725862563e-01,1.4451137479e+01,4.2430000000e-01,3.1920000000e-01,6.8140395410e+00,4.0344959327e-01,8.2224369038e-01
899,2.9294510330e-01,3.4826176376e-01,3.2731620289e-01,9.9973942257e-01,1.0000000000e+00,8.3614331248e-04,1.2806356273e+01,3.4680000000e-01,3.3450000000e-01,1.9228103474e+00,2.8746525283e-02,0.0000000000e+00
900,2.4094914142e-01,3.4295587724e-01,3.3634333001e-01,9.9974007427e-01,1.0000000000e+00,6.7621078475e-04,1.3313866322e+01,3.4480000000e-01,3.3100000000e-01,1.8646873614e+00,1.9891946631e-02,0.0000000000e+00
901,2.2246512859e-01,3.4679018830e-01,3.3982609031e-01,9.9948441687e-01,1.0000000000e+00,6.0687079064e-04,1.2639856356e+01,3.5120000000e-01,3.2820000000e-01,1.9096531828e+00,3.1199543190e-02,0.0000000000e+00
902,2.8691882811e-01,3.5553297429e-01,3.3830911493e-01,9.9998227085e-01,1.0000000000e+00,1.6088611186e-03,1.2641629324e+01,3.5910000000e-01,3.3300000000e-01,1.9143084736e+00,3.3314557265e-02,0.0000000000e+00
903,3.0361907088e-01,3.5616867166e-01,3.3246276040e-01,9.9990885293e-01,1.0000000000e+00,2.4094021521e-03,1.2812998269e+01,3.5290000000e-01,3.3810000000e-01,2.0408974944e+00,4.7537750665e-02,1.8476029465e-02
904,2.2542640597e-01,3.4933526396e-01,3.4130026515e-01,9.9985409841e-01,1.0000000000e+00,1.7493061497e-03,1.2723396601e+01,3.6060000000e-01,3.2270000000e-01,1.9104418474e+00,3.6943685744e-02,0.0000000000e+00
905,-4.7886321777e-02,3.8512922037e-01,3.3967651139e-01,9.9845215774e-01,9.8832969741e-01,1.3161802492e-02,9.7553442197e+00,3.9220000000e-01,3.3590000000e-01,2.3709278670e+00,9.8311949293e-02,5.8362516604e-01
