id,radius1,lambda1,lambda2,convexity,sphericity,varCurv,intCurv,b1,b2,muK,IK2,varK
2263,5.0173323225e-02,3.6247783900e-01,3.4345021003e-01,9.9931376988e-01,1.0000000000e+00,4.9157195288e-03,1.0970036282e+01,3.7350000000e-01,3.2160000000e-01,2.2057224759e+00,5.2975354254e-02,1.0904480135e-01
2264,1.1204465522e-01,4.3805217045e-01,4.0962056524e-01,9.8266755812e-01,8.3057772323e-01,7.8447708702e-02,4.0470899486e+00,5.2860000000e-01,2.5370000000e-01,2.8028878961e+00,1.4886796469e-01,7.8637845671e-01
2265,-4.9258185125e-01,4.3376949736e-01,3.6187526177e-01,9.9180159663e-01,8.8583670075e-01,8.4456957952e-03,5.3567670890e+00,4.7750000000e-01,3.0750000000e-01,2.8176493435e+00,1.9675451824e-01,4.0490278952e-01
2266,-4.9177812092e-01,4.3424745235e-01,3.6084159905e-01,9.9393689552e-01,8.8584887252e-01,6.3306548132e-03,5.4027168025e+00,4.7590000000e-01,3.0730000000e-01,2.7848079282e+00,1.4746845218e-01,4.2458640261e-01
2267,2.7159501024e-01,3.3992517917e-01,3.3265361878e-01,9.9982415784e-01,1.0000000000e+00,3.4852560640e-03,1.1934428234e+01,3.3990000000e-01,3.3230000000e-01,1.9867352477e+00,3.8286115478e-02,0.0000000000e+00
2268,3.1934551609e-01,3.4292069099e-01,3.3201832331e-01,9.9966727557e-01,1.0000000000e+00,1.9582476340e-03,1.2924281218e+01,3.3980000000e-01,3.3430000000e-01,1.9559208393e+00,2.6199935533e-02,0.0000000000e+00
2269,2.5913097143e-01,3.4678099692e-01,3.2829398831e-01,9.9978521061e-01,1.0000000000e+00,7.1251595704e-04,1.2119744769e+01,3.4620000000e-01,3.3710000000e-01,1.9838667030e+00,3.8678096801e-02,0.0000000000e+00
2270,2.3286602716e-01,3.6877909338e-01,3.2079844731e-01,9.9958427106e-01,1.0000000000e+00,1.3525624843e-03,1.1639644154e+01,3.5780000000e-01,3.4430000000e-01,2.0187802525e+00,6.1160943482e-02,1.5577828765e-02
2271,2.8806079471e-01,3.6339165841e-01,3.2540112248e-01,9.9974565776e-01,1.0000000000e+00,6.5801259432e-03,1.1380243444e+01,3.5880000000e-01,3.4640000000e-01,1.9625060985e+00,4.0503405298e-02,0.0000000000e+00
2272,1.4144606275e-01,4.0797219749e-01,3.9054512549e-01,8.0654729259e-01,8.1721224055e-01,3.3701392340e-01,2.1311473758e+01,4.6040000000e-01,2.8300000000e-01,4.1785807115e+00,3.3259969924e-01,5.3024996981e-01
2273,-4.9177812092e-01,4.3424745235e-01,3.6084159905e-01,9.9393689552e-01,8.8584887252e-01,6.3306548132e-03,5.4027168025e+00,4.7590000000e-01,3.0730000000e-01,2.7848079282e+00,1.4746845218e-01,4.2458640261e-01
2274,3.0734459271e-01,3.4483913940e-01,3.4189019075e-01,9.9965145760e-01,1.0000000000e+00,4.3010670730e-03,1.2385757918e+01,3.5130000000e-01,3.2800000000e-01,2.3500371498e+00,7.7896517265e-02,9.1534838788e-02
2275,-3.7147623486e-01,4.7227046860e-01,4.5208682177e-01,6.2819248617e-01,6.8145469699e-01,1.4577343165e-01,1.1015297418e+01,5.6690000000e-01,2.4750000000e-01,2.8382242184e+00,1.0644836554e-01,8.8781548122e-01
2276,2.1785442795e-01,4.0822264090e-01,3.9343914708e-01,9.8218913298e-01,9.2308479351e-01,4.0282340429e-02,8.5905148125e+00,4.5270000000e-01,2.8640000000e-01,2.2401554601e+00,5.9614460128e-02,2.8341987683e-01
2277,8.2583458249e-02,3.5754164894e-01,3.2247199295e-01,9.9976557612e-01,1.0000000000e+00,8.3229654627e-03,1.1183100714e+01,3.4700000000e-01,3.4630000000e-01,2.0795475030e+00,3.9178661989e-02,4.9752445357e-02
2278,3.0492436174e-01,3.7379082945e-01,3.2931307896e-01,9.9875803592e-01,9.9062544569e-01,5.4538201818e-02,1.0098256950e+01,3.6380000000e-01,3.4410000000e-01,2.3679007086e+00,1.0658078501e-01,2.6953266514e-01
2279,2.9891486753e-01,3.4561198061e-01,3.3252275640e-01,9.9983203989e-01,1.0000000000e+00,3.4373932432e-04,1.3074099300e+01,3.4660000000e-01,3.3530000000e-01,1.9603431255e+00,3.0955041043e-02,0.0000000000e+00
2280,2.8624132392e-01,3.7832309668e-01,3.1943953406e-01,9.9899625701e-01,9.9727262457e-01,5.2163584751e-03,1.0708697495e+01,3.6580000000e-01,3.5010000000e-01,2.2763454025e+00,8.0252242776e-02,1.4660065210e-01
2281,-1.6324221248e-01,3.7746723387e-01,3.1885819486e-01,9.9887942658e-01,1.0000000000e+00,3.3235584824e-03,1.0748204411e+01,3.6470000000e-01,3.4700000000e-01,2.3846423581e+00,1.0138210216e-01,3.7423016544e-01
2282,2.9647217634e-01,3.5589019122e-01,3.2633029783e-01,9.9946104391e-01,1.0000000000e+00,1.1872315598e-03,1.2452120508e+01,3.4600000000e-01,3.4530000000e-01,1.9418465627e+00,4.0395541341e-02,0.0000000000e+00
2283,1.5398366349e-01,3.5013774912e-01,3.3146353186e-01,9.9943665645e-01,1.0000000000e+00,1.3701761269e-02,1.0558341922e+01,3.4710000000e-01,3.3470000000e-01,2.4292367137e+00,7.8586033142e-02,2.8257456829e-01
2284,-2.7108206301e-01,4.6005559469e-01,3.4063806967e-01,3.7579112733e-01,4.3981537993e-01,1.1109898413e+00,3.8725567484e+00,3.9640000000e-01,3.8170000000e-01,4.3220298990e+00,1.4990599026e-01,1.0000000000e+00
2285,1.6297744634e-01,3.4288755736e-01,3.3353090784e-01,9.9919295013e-01,1.0000000000e+00,3.2286753943e-03,1.0996834878e+01,3.4170000000e-01,3.3840000000e-01,2.1798599458e+00,6.4301677573e-02,2.2895785533e-01
2286,2.8424519688e-01,3.5951345950e-01,3.4684271128e-01,9.0835370960e-01,9.1994841808e-01,1.4795776123e+00,1.8673036111e+01,4.1370000000e-01,2.9520000000e-01,3.7466370888e+00,2.2740263707e-01,8.6764883468e-01
2287,-3.5760086655e-01,4.0855715144e-01,3.4958304234e-01,9.9606766383e-01,9.4405454627e-01,6.1007921708e-03,7.2028805108e+00,4.4530000000e-01,3.1400000000e-01,2.6859394491e+00,1.1512022171e-01,6.2250935877e-01
2288,2.6718606639e-01,3.7540665553e-01,3.4719678942e-01,9.5417358227e-01,9.4645635754e-01,2.3724772133e-02,1.0113680384e+01,3.7770000000e-01,3.2380000000e-01,2.6001656833e+00,1.1157729650e-01,4.5175703417e-01
2289,5.5939920371e-02,3.4019761438e-01,3.3598203819e-01,9.9921025339e-01,1.0000000000e+00,6.9005016224e-04,1.1792016661e+01,3.3910000000e-01,3.3350000000e-01,2.1103336599e+00,6.0744931920e-02,1.4925733607e-01
2290,3.1992430970e-01,3.5344809635e-01,3.2828074919e-01,9.9933446826e-01,1.0000000000e+00,1.5025166750e-03,1.2229270379e+01,3.5020000000e-01,3.3890000000e-01,1.9290993581e+00,2.9324384499e-02,0.0000000000e+00
2291,1.2214792876e-01,3.5541485043e-01,3.3824506151e-01,9.9917187116e-01,1.0000000000e+00,8.2614522332e-03,1.1127962403e+01,3.5850000000e-01,3.2830000000e-01,2.3037550054e+00,7.9813033980e-02,3.4029706557e-01
2292,-1.5739666028e-01,3.9741794265e-01,3.5651310739e-01,9.9612804096e-01,9.6316907231e-01,9.0516129571e-03,8.4972573752e+00,4.2670000000e-01,3.0940000000e-01,2.4807307826e+00,1.3123534100e-01,4.7216519744e-01
2293,6.9521812182e-02,3.5790990637e-01,3.2788517832e-01,9.9959510796e-01,1.0000000000e+00,7.1244209141e-03,1.0545153204e+01,3.4750000000e-01,3.4560000000e-01,2.3591413073e+00,9.6597061124e-02,4.7313126434e-01
2294,-4.1336930911e-02,3.7360205192e-01,3.3043634538e-01,9.9947671198e-01,9.9856656031e-01,3.1742353341e-03,1.0438134271e+01,3.7460000000e-01,3.3240000000e-01,2.5121574415e+00,1.2969462181e-01,6.0922593890e-01
2295,1.0697974001e-01,4.1693209158e-01,3.1345191027e-01,9.1685112369e-01,7.7999479802e-01,2.4921241827e+00,7.4531062981e+00,3.9450000000e-01,3.5820000000e-01,4.5465492937e+00,2.8842519685e-01,8.7779253713e-01
2296,-8.6723546022e-02,4.5453465037e-01,4.5197198509e-01,9.4826088993e-01,7.5436831752e-01,3.2833897635e-01,4.9163131268e+00,6.0740000000e-01,2.0020000000e-01,2.9834037150e+00,1.6167074173e-01,7.8951817413e-01
2297,1.1733052117e-01,3.5270965789e-01,3.4405291543e-01,9.9914740311e-01,1.0000000000e+00,3.7613630068e-03,1.2186801118e+01,3.6120000000e-01,3.2550000000e-01,2.1526715051e+00,4.8665021868e-02,5.8084772370e-02
2298,1.9817052996e-01,3.5284849062e-01,3.4092048694e-01,9.9967763538e-01,1.0000000000e+00,2.0052712744e-03,1.2632489246e+01,3.5790000000e-01,3.2670000000e-01,2.1434619860e+00,5.2895605859e-02,6.6054824297e-02
2299,2.5675077749e-01,3.4029877338e-01,3.3169053656e-01,9.9984716691e-01,1.0000000000e+00,9.3432974185e-04,1.2989089864e+01,3.3770000000e-01,3.3690000000e-01,1.9390731945e+00,3.3508493209e-02,0.0000000000e+00
2300,2.8444696951e-01,3.3666333909e-01,3.3399790124e-01,9.9996732646e-01,1.0000000000e+00,9.2487810419e-04,1.2902244686e+01,3.3700000000e-01,3.3510000000e-01,1.9759578637e+00,3.5759954830e-02,0.0000000000e+00
2301,1.6135946154e-01,3.4951012267e-01,3.3737493200e-01,9.9871558645e-01,1.0000000000e+00,4.0254027159e-03,1.0812291438e+01,3.5840000000e-01,3.2780000000e-01,2.1947854976e+00,5.9640088013e-02,2.9899770559e-01
2302,1.6674432259e-01,3.4468079663e-01,3.3072247862e-01,9.9937740501e-01,1.0000000000e+00,2.9117780964e-03,1.1512409605e+01,3.4110000000e-01,3.3880000000e-01,2.1010650036e+00,5.1992712670e-02,1.8802077044e-01
2303,-5.6296305537e-01,4.3542204383e-01,3.0043475274e-01,9.9556218633e-01,8.7454401761e-01,8.8954880800e-03,4.4913093539e+00,4.0310000000e-01,3.9770000000e-01,2.9233578867e+00,1.9705351969e-01,3.8473614298e-01
2304,-9.7830935835e-02,3.8525022405e-01,3.3762815806e-01,9.9731566283e-01,9.8966677961e-01,4.8592285053e-03,1.0673475007e+01,3.9440000000e-01,3.3140000000e-01,2.2622625658e+00,7.8855610068e-02,4.9631686994e-01
2305,1.8986732526e-01,3.5165093945e-01,3.4467974828e-01,9.9880904518e-01,1.0000000000e+00,4.5439022530e-03,1.1112167074e+01,3.5910000000e-01,3.2050000000e-01,2.0745911390e+00,5.5982655686e-02,1.1242603550e-01
2306,4.1577238128e-02,3.6168235175e-01,3.3165582287e-01,9.9906820736e-01,1.0000000000e+00,1.3618333799e-03,1.1189799934e+01,3.6360000000e-01,3.3170000000e-01,2.4234111191e+00,1.1033887402e-01,4.8738075112e-01
2307,3.1236453633e-01,3.6960713281e-01,3.1913249377e-01,9.9949095083e-01,1.0000000000e+00,1.3343338247e-02,1.1918279386e+01,3.5960000000e-01,3.4920000000e-01,2.0730381130e+00,5.7171517711e-02,4.6733486294e-02
2308,2.0885940311e-01,3.7644159141e-01,3.1489690437e-01,9.9931773098e-01,9.9998139041e-01,1.0044611139e-02,1.0426592888e+01,3.6060000000e-01,3.5760000000e-01,2.5975211615e+00,1.2601479437e-01,4.3316024635e-01
2309,2.9545020890e-01,3.4752081482e-01,3.2767556825e-01,9.9982293573e-01,1.0000000000e+00,9.8999053086e-04,1.3260650518e+01,3.4410000000e-01,3.3720000000e-01,1.9828148647e+00,3.7220713016e-02,0.0000000000e+00
2310,1.3555158810e-01,3.9350004309e-01,3.3836104335e-01,9.9818517162e-01,9.7552198835e-01,4.2429406332e-03,9.3202027943e+00,4.0460000000e-01,3.3160000000e-01,2.5082643041e+00,1.0418198620e-01,2.8704262770e-01
2311,2.6644643657e-01,3.4703589184e-01,3.3461771671e-01,9.9956237519e-01,1.0000000000e+00,4.6128896933e-04,1.1879639147e+01,3.4840000000e-01,3.3130000000e-01,2.1165907673e+00,5.3590969767e-02,6.4001932134e-02
2312,3.0293322526e-01,3.4777572047e-01,3.2821971828e-01,9.9875976128e-01,1.0000000000e+00,2.1858843393e-03,1.1981561691e+01,3.3930000000e-01,3.3770000000e-01,1.9572495946e+00,4.2633834624e-02,0.0000000000e+00
2313,-5.6296305537e-01,4.3542204383e-01,3.0043475274e-01,9.9556218633e-01,8.7454401761e-01,8.8954880800e-03,4.4913093539e+00,4.0310000000e-01,3.9770000000e-01,2.9233578867e+00,1.9705351969e-01,3.8473614298e-01
2314,1.2731433340e-01,3.5549395161e-01,3.3199688416e-01,9.9936705318e-01,1.0000000000e+00,1.1540022506e-03,1.2118615015e+01,3.5680000000e-01,3.3370000000e-01,2.1112817424e+00,5.5790605872e-02,1.1133921024e-01
2315,2.2595567182e-01,3.8681288270e-01,3.5022775007e-01,9.9804639996e-01,9.8132346791e-01,1.6844364498e-02,9.3297605485e+00,4.0660000000e-01,3.2090000000e-01,2.1734013393e+00,7.1521492628e-02,1.9792295616e-01
2316,3.1313153973e-02,3.5493793985e-01,3.4409310622e-01,9.9911557927e-01,1.0000000000e+00,1.5274675711e-03,1.1267566071e+01,3.7260000000e-01,3.2180000000e-01,2.2882479502e+00,8.8509290164e-02,4.7965221592e-01
2317,-5.6296305537e-01,4.3542204383e-01,3.0043475274e-01,9.9556218633e-01,8.7454401761e-01,8.8954880800e-03,4.4913093539e+00,4.0310000000e-01,3.9770000000e-01,2.9233578867e+00,1.9705351969e-01,3.8473614298e-01
2318,2.6940289323e-01,3.3858345495e-01,3.3410975229e-01,9.9971578834e-01,1.0000000000e+00,6.2174448505e-04,1.2166820137e+01,3.3950000000e-01,3.3530000000e-01,1.9009945769e+00,3.0344129620e-02,0.0000000000e+00
2319,2.9680851520e-01,3.5794065228e-01,3.3363152821e-01,9.9966231553e-01,1.0000000000e+00,1.8608754931e-03,1.2504363208e+01,3.5580000000e-01,3.3780000000e-01,1.9922529645e+00,3.6861422715e-02,0.0000000000e+00
2320,2.0271918614e-01,4.0101295033e-01,3.8673355744e-01,8.4635599359e-01,8.1187407655e-01,3.2226803662e-01,2.5067775823e+01,4.4120000000e-01,2.8890000000e-01,5.5626285327e+00,4.5821541061e-01,5.5874894336e-01
2321,-1.3159324690e-01,3.8067872360e-01,3.4505663454e-01,9.9806478369e-01,9.9271572508e-01,3.4332581145e-03,1.0283645664e+01,3.9170000000e-01,3.2110000000e-01,2.4052767645e+00,7.8863387661e-02,6.7322787103e-01
2322,-3.0851873470e-01,4.1444543708e-01,3.5612581076e-01,9.9613514360e-01,9.3605026503e-01,6.1314667453e-03,6.8873165699e+00,4.4530000000e-01,3.1570000000e-01,2.5657029443e+00,1.1590824896e-01,5.1672503321e-01
2323,2.0167281757e-01,3.4340377339e-01,3.3519436315e-01,9.9988723041e-01,1.0000000000e+00,9.6938478969e-04,1.3212978646e+01,3.4830000000e-01,3.3010000000e-01,1.8510229830e+00,1.8200442667e-02,0.0000000000e+00
2324,2.1025121685e-01,3.4367577230e-01,3.3175334700e-01,9.9959457077e-01,1.0000000000e+00,7.7716226863e-04,1.2409229891e+01,3.4440000000e-01,3.3310000000e-01,1.9064148734e+00,3.1173189191e-02,0.0000000000e+00
2325,-2.2586438785e-01,4.0012965268e-01,3.3771330972e-01,9.9738511390e-01,9.6553932333e-01,7.6045872084e-03,8.3200723230e+00,4.1630000000e-01,3.3110000000e-01,2.5084049189e+00,1.1481658820e-01,7.5763796643e-01
2326,3.1545862748e-01,3.4153875417e-01,3.3416615977e-01,9.9967706196e-01,1.0000000000e+00,7.0746622163e-03,1.1324825838e+01,3.4110000000e-01,3.3540000000e-01,2.0956223703e+00,5.6580669219e-02,1.8137906050e-01
2327,-1.2738231301e-01,3.7694899900e-01,3.5851295827e-01,9.9752758868e-01,9.8345773063e-01,7.3160454730e-03,9.3366319589e+00,3.9710000000e-01,3.1490000000e-01,2.4213599696e+00,8.8227523369e-02,7.7695930443e-01
2328,1.2383600144e-01,3.5059609995e-01,3.4319988823e-01,9.9952448965e-01,1.0000000000e+00,3.5669280562e-03,1.0877584901e+01,3.6090000000e-01,3.2140000000e-01,2.1027434173e+00,6.1162239570e-02,2.1156865113e-01
2329,-5.6296305537e-01,4.3542204383e-01,3.0043475274e-01,9.9556218633e-01,8.7454401761e-01,8.8954880800e-03,4.4913093539e+00,4.0310000000e-01,3.9770000000e-01,2.9233578867e+00,1.9705351969e-01,3.8473614298e-01
2330,1.9176212466e-01,3.6097012102e-01,3.3048306902e-01,9.9957101534e-01,1.0000000000e+00,1.8676409422e-03,1.2437723726e+01,3.5840000000e-01,3.3670000000e-01,1.9657067696e+00,3.9408676347e-02,0.0000000000e+00
2331,2.8401858071e-01,3.5555902220e-01,3.3707002792e-01,9.9982018759e-01,1.0000000000e+00,3.1145809515e-03,1.1893434766e+01,3.5850000000e-01,3.3450000000e-01,1.9394209901e+00,4.6369509014e-02,0.0000000000e+00
2332,1.0676939985e-01,3.5755144961e-01,3.3144955309e-01,9.9917742643e-01,1.0000000000e+00,6.2528057983e-04,1.1743376211e+01,3.6070000000e-01,3.3000000000e-01,2.1832941357e+00,6.2350506758e-02,1.3754377491e-01
2333,2.9542845590e-01,3.5426994208e-01,3.2433565773e-01,9.9995647050e-01,1.0000000000e+00,1.9760121521e-03,1.3234028723e+01,3.4880000000e-01,3.4180000000e-01,1.8871036432e+00,3.0701870533e-02,0.0000000000e+00
2334,2.4788507009e-01,3.4265523749e-01,3.3012167158e-01,9.9960178917e-01,1.0000000000e+00,1.1318581318e-03,1.2984523394e+01,3.3930000000e-01,3.3620000000e-01,1.9167717194e+00,2.6657842799e-02,0.0000000000e+00
2335,-2.8607841317e-01,4.1294510346e-01,3.3612265429e-01,9.9772994815e-01,9.4481998958e-01,7.2561405693e-03,7.7709522325e+00,4.1570000000e-01,3.4600000000e-01,2.6457676121e+00,1.3255762302e-01,7.7128366139e-01
2336,2.4811056914e-01,3.4628315449e-01,3.3283964960e-01,9.9977546335e-01,1.0000000000e+00,1.4404521609e-03,1.1391552428e+01,3.4820000000e-01,3.2770000000e-01,2.0088808729e+00,4.7829434288e-02,3.8642676005e-03
2337,2.5969053103e-01,3.4908755836e-01,3.2890514936e-01,9.9990218503e-01,1.0000000000e+00,6.1593078001e-04,1.2448227462e+01,3.4420000000e-01,3.3590000000e-01,1.9264331356e+00,2.7172620811e-02,0.0000000000e+00
2338,-1.1596482234e-01,3.7415454501e-01,3.4447994042e-01,9.9946588101e-01,9.9656670679e-01,5.3025647405e-03,1.0130029387e+01,3.8020000000e-01,3.2900000000e-01,2.3602108226e+00,9.9980166907e-02,6.1526385702e-01
2339,2.2084213092e-01,3.4288745811e-01,3.3058613577e-01,9.9991007056e-01,1.0000000000e+00,9.9757197085e-04,1.3101407108e+01,3.4180000000e-01,3.3680000000e-01,1.9752729019e+00,3.8469698416e-02,0.0000000000e+00
2340,2.2196603134e-01,3.6991686147e-01,3.5102691895e-01,9.9841496823e-01,9.9383422540e-01,3.1046882588e-03,9.9378090599e+00,3.8500000000e-01,3.1490000000e-01,2.1096444170e+00,4.9432864084e-02,9.4191522763e-02
2341,2.9896554673e-01,3.4670485015e-01,3.3155406480e-01,9.9975843248e-01,1.0000000000e+00,4.9664400149e-04,1.3008713773e+01,3.4770000000e-01,3.3060000000e-01,1.9106854693e+00,3.1026165287e-02,0.0000000000e+00
2342,-4.9258185125e-01,4.3376949736e-01,3.6187526177e-01,9.9180159663e-01,8.8583670075e-01,8.4456957952e-03,5.3567670890e+00,4.7750000000e-01,3.0750000000e-01,2.8176493435e+00,1.9675451824e-01,4.0490278952e-01
2343,-8.9563906954e-02,3.6972260050e-01,3.5375830334e-01,9.9904553585e-01,9.9710264365e-01,3.4068572971e-03,1.1120973658e+01,3.9320000000e-01,3.1320000000e-01,2.6675173670e+00,1.1690763269e-01,4.9510928632e-01
2344,4.1919087040e-03,3.8672973858e-01,3.5310575936e-01,9.9868844187e-01,9.8303297961e-01,4.4803205437e-03,1.0007257264e+01,4.1410000000e-01,3.1450000000e-01,2.4892898209e+00,1.0831348113e-01,4.2096365173e-01
2345,1.2212592064e-01,3.5678744338e-01,3.3825315901e-01,9.9876046177e-01,1.0000000000e+00,4.6162611395e-03,1.0115061846e+01,3.5560000000e-01,3.2860000000e-01,2.1074780400e+00,4.5941499909e-02,7.8492935636e-02
2346,3.0587784978e-01,3.7069291059e-01,3.3031487062e-01,9.9942898319e-01,1.0000000000e+00,6.2131898560e-03,1.1938764850e+01,3.6820000000e-01,3.4050000000e-01,2.0209272217e+00,5.7742939029e-02,2.2461055428e-02
2347,-4.1895237959e-01,4.3174625393e-01,3.4401021485e-01,9.9598032570e-01,8.9916978662e-01,1.1858832715e-02,5.5263708336e+00,4.4810000000e-01,3.4100000000e-01,2.7764896228e+00,1.5268899859e-01,4.2494867770e-01
2348,1.8300007789e-01,3.4053003197e-01,3.3525625213e-01,9.9921251305e-01,1.0000000000e+00,2.2203764359e-03,1.1160532230e+01,3.4240000000e-01,3.3080000000e-01,2.2134540720e+00,5.6266894920e-02,2.1627822727e-01
2349,-1.4117008212e-01,3.7108161878e-01,3.3669659794e-01,9.9782451950e-01,9.9072217285e-01,4.0901261484e-03,9.5961056482e+00,3.8130000000e-01,3.3020000000e-01,2.3548939244e+00,8.9138355382e-02,4.1903151793e-01
2350,-1.3344224107e-01,3.7697931989e-01,3.4175242818e-01,9.9800093130e-01,9.9505170455e-01,9.5879768246e-03,1.0095249415e+01,3.8270000000e-01,3.3510000000e-01,2.5211321079e+00,1.1626341857e-01,5.7456828885e-01
2351,2.6087668623e-01,3.4795786334e-01,3.3291193837e-01,9.9974640889e-01,1.0000000000e+00,2.2001124755e-03,1.2055144527e+01,3.5310000000e-01,3.2780000000e-01,2.1759120639e+00,5.8243451003e-02,7.5353218210e-02
2352,3.8282149038e-02,3.6316401382e-01,3.5879903173e-01,9.9943351492e-01,9.9944146421e-01,2.4004244462e-03,1.1051323537e+01,3.8850000000e-01,3.0830000000e-01,2.1130438878e+00,5.6924440358e-02,7.7526868736e-02
2353,-5.6296305537e-01,4.3542204383e-01,3.0043475274e-01,9.9556218633e-01,8.7454401761e-01,8.8954880800e-03,4.4913093539e+00,4.0310000000e-01,3.9770000000e-01,2.9233578867e+00,1.9705351969e-01,3.8473614298e-01
2354,2.7622788753e-01,3.4741367173e-01,3.3584566818e-01,9.9972227621e-01,1.0000000000e+00,1.4059522027e-03,1.2776356196e+01,3.5320000000e-01,3.2580000000e-01,1.9137245716e+00,2.8645605151e-02,0.0000000000e+00
2355,-4.0633974653e-01,4.2816158386e-01,3.2180151022e-01,9.9515596703e-01,9.1139615735e-01,7.9719441217e-03,5.1788261674e+00,4.1540000000e-01,3.6960000000e-01,2.7514509281e+00,1.5238633645e-01,7.4870184760e-01
2356,2.5975607651e-01,3.4931334643e-01,3.2813501582e-01,9.9959331585e-01,1.0000000000e+00,9.5526998843e-04,1.2677588315e+01,3.4040000000e-01,3.3840000000e-01,1.9333994614e+00,3.4151956262e-02,0.0000000000e+00
2357,2.5720313672e-01,3.5435823907e-01,3.3481059731e-01,9.9965344045e-01,1.0000000000e+00,2.2493914508e-03,1.2048226704e+01,3.5310000000e-01,3.3220000000e-01,2.4276309471e+00,8.8134244990e-02,1.5481222075e-01
2358,-2.6619714876e-02,3.7293634047e-01,3.2349364256e-01,9.9884810898e-01,9.9796357139e-01,1.3471525226e-03,9.5133998599e+00,3.7260000000e-01,3.4060000000e-01,2.3560362375e+00,9.2989369048e-02,5.2083081753e-01
2359,2.9312664077e-01,3.5314491665e-01,3.3195643144e-01,9.9981625115e-01,1.0000000000e+00,1.7331863346e-03,1.2092428905e+01,3.5650000000e-01,3.3220000000e-01,1.9913885822e+00,3.3451966297e-02,0.0000000000e+00
2360,-4.9177812092e-01,4.3424745235e-01,3.6084159905e-01,9.9393689552e-01,8.8584887252e-01,6.3306548132e-03,5.4027168025e+00,4.7590000000e-01,3.0730000000e-01,2.7848079282e+00,1.4746845218e-01,4.2458640261e-01
2361,2.6738178679e-01,3.5377602451e-01,3.2596274213e-01,9.9961672551e-01,1.0000000000e+00,2.3378607858e-03,1.2041899481e+01,3.4920000000e-01,3.3940000000e-01,1.9954523553e+00,4.1841652685e-02,0.0000000000e+00
2362,3.2499751320e-02,4.2900551680e-01,4.2592544255e-01,7.9531283404e-01,7.9248497245e-01,1.1246067268e-01,1.5012784962e+01,4.8070000000e-01,2.6290000000e-01,3.1657263758e+00,1.5682877972e-01,8.1415288009e-01
2363,-5.6296305537e-01,4.3542204383e-01,3.0043475274e-01,9.9556218633e-01,8.7454401761e-01,8.8954880800e-03,4.4913093539e+00,4.0310000000e-01,3.9770000000e-01,2.9233578867e+00,1.9705351969e-01,3.8473614298e-01
2364,3.7988658182e-02,3.5027368761e-01,3.3558167071e-01,9.9928418278e-01,1.0000000000e+00,1.3363235369e-03,1.1846657498e+01,3.6120000000e-01,3.3370000000e-01,2.5369281997e+00,1.2908921132e-01,5.6225093588e-01
2365,5.3713938324e-02,3.5956932142e-01,3.3698757997e-01,9.9940728016e-01,1.0000000000e+00,2.5383935213e-03,1.1682237145e+01,3.6710000000e-01,3.2740000000e-01,2.0763593231e+00,4.9553721685e-02,6.1103731433e-02
2366,1.1936424290e-01,3.4461585012e-01,3.3611734138e-01,9.9952131587e-01,1.0000000000e+00,6.9398285040e-03,1.2016181478e+01,3.5130000000e-01,3.2780000000e-01,2.3334390707e+00,9.3348870732e-02,3.6843376404e-01
2367,3.7767157164e-02,3.7081746778e-01,3.2244878116e-01,9.9885058663e-01,1.0000000000e+00,1.3401102722e-03,1.0574856704e+01,3.5960000000e-01,3.4240000000e-01,2.4396329905e+00,1.0160942581e-01,2.3898079942e-01
2368,2.3261400274e-01,3.4066784609e-01,3.3242905485e-01,9.9964384914e-01,1.0000000000e+00,5.3935272278e-03,1.1174989743e+01,3.4040000000e-01,3.3770000000e-01,2.0548908382e+00,4.4677031088e-02,1.8596787828e-02
2369,1.8361504037e-01,3.6266157146e-01,3.3245134544e-01,9.9937325224e-01,1.0000000000e+00,3.0710691793e-03,1.0430893623e+01,3.5670000000e-01,3.3600000000e-01,2.2076585942e+00,4.7818443971e-02,9.2259388963e-02
2370,-3.3019446540e-02,3.6920973199e-01,3.5087616231e-01,9.9876621281e-01,9.9990910012e-01,2.8778570228e-03,1.0739830681e+01,3.8640000000e-01,3.1380000000e-01,2.1529161450e+00,6.0312644157e-02,1.2401883830e-01
2371,2.3068212478e-01,3.6291149660e-01,3.2858104926e-01,9.9934269860e-01,1.0000000000e+00,5.9909140149e-03,1.0805549808e+01,3.5990000000e-01,3.4030000000e-01,2.1776294360e+00,6.2357113628e-02,1.6568047337e-01
2372,6.6596202042e-02,3.4769372155e-01,3.4060297670e-01,9.9880746655e-01,1.0000000000e+00,9.1395824687e-03,1.1244604485e+01,3.5210000000e-01,3.2480000000e-01,2.4828242421e+00,9.8317686635e-02,4.0405748098e-01
2373,1.3897269458e-01,3.5444425885e-01,3.2664273110e-01,9.9987012550e-01,1.0000000000e+00,7.4261302852e-03,1.1446987401e+01,3.4910000000e-01,3.3750000000e-01,2.1084364474e+00,5.5248892990e-02,1.3524936602e-01
2374,-1.4321081116e-01,3.9899343660e-01,3.3539511683e-01,9.9288873290e-01,9.5947707743e-01,3.9437433840e-03,7.9092882520e+00,4.0890000000e-01,3.3440000000e-01,2.6939566681e+00,1.2665256517e-01,5.9992754498e-01
2375,2.4075100260e-01,3.4431055731e-01,3.3056013216e-01,9.9975260237e-01,1.0000000000e+00,1.0361025729e-03,1.2713183976e+01,3.3990000000e-01,3.3350000000e-01,1.8997237216e+00,2.5130457853e-02,0.0000000000e+00
